request,Filing_Jurisdiction:token,Filing_Jurisdiction:id,Filing_Jurisdiction,Filing_Year:token,Filing_Year:id,Filing_Year,Spender_Business_Classification:token,Spender_Business_Classification:id,Spender_Business_Classification,Spender_Industry:token,Spender_Industry:id,Spender_Industry,Spender_Sector:token,Spender_Sector:id,Spender_Sector,#_of_Records,Total_$
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NJ&lby-y=2017&lby-f-ccb=190",lby-s,NJ,NJ,lby-y,2017,2017,lby-f-ccb,190,"Employment agencies",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",2,72000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=VT&lby-y=2018&lby-f-ccb=192",lby-s,VT,VT,lby-y,2018,2018,lby-f-ccb,192,"Management consultants & services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",12,71950.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=CA&lby-y=2013&lby-f-ccb=186",lby-s,CA,CA,lby-y,2013,2013,lby-f-ccb,186,"Advertising & public relations services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",11,71947.95
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=WI&lby-y=2015&lby-f-ccb=188",lby-s,WI,WI,lby-y,2015,2015,lby-f-ccb,188,"Outdoor advertising services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",2,71460.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=SC&lby-y=2014&lby-f-ccb=188",lby-s,SC,SC,lby-y,2014,2014,lby-f-ccb,188,"Outdoor advertising services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",3,71103.64
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=KY&lby-y=2018&lby-f-ccb=257",lby-s,KY,KY,lby-y,2018,2018,lby-f-ccb,257,"Republican-based groups (but not official party committees) and generic conservative ones",lby-f-cci,73,"Conservative Policy Organization",lby-f-ccg,10,"Ideology/Single Issue",24,70485.13
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=CO&lby-y=2017&lby-f-ccb=190",lby-s,CO,CO,lby-y,2017,2017,lby-f-ccb,190,"Employment agencies",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",24,69000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=VT&lby-y=2016&lby-f-ccb=192",lby-s,VT,VT,lby-y,2016,2016,lby-f-ccb,192,"Management consultants & services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",12,68550.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=ME&lby-y=2017&lby-f-ccb=283",lby-s,ME,ME,lby-y,2017,2017,lby-f-ccb,283,"Drug Legalization Advocates",lby-f-cci,150,"Drug Policy",lby-f-ccg,10,"Ideology/Single Issue",3,67805.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NE&lby-y=2016&lby-f-ccb=185",lby-s,NE,NE,lby-y,2016,2016,lby-f-ccb,185,"Business services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",120,66748.48
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=IA&lby-y=2016&lby-f-ccb=257",lby-s,IA,IA,lby-y,2016,2016,lby-f-ccb,257,"Republican-based groups (but not official party committees) and generic conservative ones",lby-f-cci,73,"Conservative Policy Organization",lby-f-ccg,10,"Ideology/Single Issue",20,66169.31
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=OR&lby-y=2014&lby-f-ccb=288",lby-s,OR,OR,lby-y,2014,2014,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",22,66092.21
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NJ&lby-y=2018&lby-f-ccb=188",lby-s,NJ,NJ,lby-y,2018,2018,lby-f-ccb,188,"Outdoor advertising services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",9,66000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=MI&lby-y=2018&lby-f-ccb=192",lby-s,MI,MI,lby-y,2018,2018,lby-f-ccb,192,"Management consultants & services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",12,65828.08
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=CO&lby-y=2014&lby-f-ccb=192",lby-s,CO,CO,lby-y,2014,2014,lby-f-ccb,192,"Management consultants & services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",21,65776.12
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=WA&lby-y=2014&lby-f-ccb=288",lby-s,WA,WA,lby-y,2014,2014,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",8,65739.74
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=CT&lby-y=2018&lby-f-ccb=283",lby-s,CT,CT,lby-y,2018,2018,lby-f-ccb,283,"Drug Legalization Advocates",lby-f-cci,150,"Drug Policy",lby-f-ccg,10,"Ideology/Single Issue",12,65332.93
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=OR&lby-y=2016&lby-f-ccb=288",lby-s,OR,OR,lby-y,2016,2016,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",20,64462.25
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=IA&lby-y=2016&lby-f-ccb=288",lby-s,IA,IA,lby-y,2016,2016,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",22,64458.26
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=KY&lby-y=2014&lby-f-ccb=185",lby-s,KY,KY,lby-y,2014,2014,lby-f-ccb,185,"Business services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",48,64000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=OR&lby-y=2017&lby-f-ccb=288",lby-s,OR,OR,lby-y,2017,2017,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",20,63126.16
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=VT&lby-y=2015&lby-f-ccb=192",lby-s,VT,VT,lby-y,2015,2015,lby-f-ccb,192,"Management consultants & services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",4,63000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=KY&lby-y=2013&lby-f-ccb=192",lby-s,KY,KY,lby-y,2013,2013,lby-f-ccb,192,"Management consultants & services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",28,62500.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NY&lby-y=2015&lby-f-ccb=191",lby-s,NY,NY,lby-y,2015,2015,lby-f-ccb,191,"Political consultants & advisers",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",12,62500.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=CO&lby-y=2013&lby-f-ccb=190",lby-s,CO,CO,lby-y,2013,2013,lby-f-ccb,190,"Employment agencies",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",13,62000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NY&lby-y=2016&lby-f-ccb=188",lby-s,NY,NY,lby-y,2016,2016,lby-f-ccb,188,"Outdoor advertising services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",50,62000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=AK&lby-y=2013&lby-f-ccb=190",lby-s,AK,AK,lby-y,2013,2013,lby-f-ccb,190,"Employment agencies",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",14,61650.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NJ&lby-y=2017&lby-f-ccb=185",lby-s,NJ,NJ,lby-y,2017,2017,lby-f-ccb,185,"Business services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",2,61312.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=VT&lby-y=2016&lby-f-ccb=288",lby-s,VT,VT,lby-y,2016,2016,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",26,61034.87
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=WI&lby-y=2015&lby-f-ccb=258",lby-s,WI,WI,lby-y,2015,2015,lby-f-ccb,258,"Democratic-based groups (but not official party committees) and generic liberal/progressive ones",lby-f-cci,74,"Liberal Policy Organization",lby-f-ccg,10,"Ideology/Single Issue",4,60626.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=SC&lby-y=2013&lby-f-ccb=185",lby-s,SC,SC,lby-y,2013,2013,lby-f-ccb,185,"Business services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",1,60312.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NJ&lby-y=2017&lby-f-ccb=188",lby-s,NJ,NJ,lby-y,2017,2017,lby-f-ccb,188,"Outdoor advertising services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",9,60250.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=MA&lby-y=2015&lby-f-ccb=188",lby-s,MA,MA,lby-y,2015,2015,lby-f-ccb,188,"Outdoor advertising services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",8,60109.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=FL&lby-y=2018&lby-f-ccb=186",lby-s,FL,FL,lby-y,2018,2018,lby-f-ccb,186,"Advertising & public relations services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",6,60000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=FL&lby-y=2018&lby-f-ccb=194",lby-s,FL,FL,lby-y,2018,2018,lby-f-ccb,194,"Security services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",12,60000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=KY&lby-y=2013&lby-f-ccb=194",lby-s,KY,KY,lby-y,2013,2013,lby-f-ccb,194,"Security services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",24,60000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=MA&lby-y=2014&lby-f-ccb=188",lby-s,MA,MA,lby-y,2014,2014,lby-f-ccb,188,"Outdoor advertising services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",2,60000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=MA&lby-y=2016&lby-f-ccb=188",lby-s,MA,MA,lby-y,2016,2016,lby-f-ccb,188,"Outdoor advertising services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",8,60000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=MA&lby-y=2018&lby-f-ccb=188",lby-s,MA,MA,lby-y,2018,2018,lby-f-ccb,188,"Outdoor advertising services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",7,60000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NE&lby-y=2016&lby-f-ccb=193",lby-s,NE,NE,lby-y,2016,2016,lby-f-ccb,193,"Marketing research services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",7,60000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=OR&lby-y=2018&lby-f-ccb=192",lby-s,OR,OR,lby-y,2018,2018,lby-f-ccb,192,"Management consultants & services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",8,60000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=TX&lby-y=2014&lby-f-ccb=283",lby-s,TX,TX,lby-y,2014,2014,lby-f-ccb,283,"Drug Legalization Advocates",lby-f-cci,150,"Drug Policy",lby-f-ccg,10,"Ideology/Single Issue",2,60000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=TX&lby-y=2015&lby-f-ccb=283",lby-s,TX,TX,lby-y,2015,2015,lby-f-ccb,283,"Drug Legalization Advocates",lby-f-cci,150,"Drug Policy",lby-f-ccg,10,"Ideology/Single Issue",2,60000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=WA&lby-y=2017&lby-f-ccb=192",lby-s,WA,WA,lby-y,2017,2017,lby-f-ccb,192,"Management consultants & services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",72,60000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=WA&lby-y=2018&lby-f-ccb=192",lby-s,WA,WA,lby-y,2018,2018,lby-f-ccb,192,"Management consultants & services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",72,60000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=MT&lby-y=2013&lby-f-ccb=288",lby-s,MT,MT,lby-y,2013,2013,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",189,59711.88
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=WA&lby-y=2016&lby-f-ccb=288",lby-s,WA,WA,lby-y,2016,2016,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",112,59536.45
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=SC&lby-y=2013&lby-f-ccb=188",lby-s,SC,SC,lby-y,2013,2013,lby-f-ccb,188,"Outdoor advertising services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",3,58994.50
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=KY&lby-y=2017&lby-f-ccb=256",lby-s,KY,KY,lby-y,2017,2017,lby-f-ccb,256,"Limited Government",lby-f-cci,73,"Conservative Policy Organization",lby-f-ccg,10,"Ideology/Single Issue",24,58714.06
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=AK&lby-y=2013&lby-f-ccb=288",lby-s,AK,AK,lby-y,2013,2013,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",14,58222.22
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=CO&lby-y=2013&lby-f-ccb=192",lby-s,CO,CO,lby-y,2013,2013,lby-f-ccb,192,"Management consultants & services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",33,57957.20
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=CO&lby-y=2015&lby-f-ccb=284",lby-s,CO,CO,lby-y,2015,2015,lby-f-ccb,284,"Drug Prohibition Advocates",lby-f-cci,150,"Drug Policy",lby-f-ccg,10,"Ideology/Single Issue",20,57568.36
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=CO&lby-y=2015&lby-f-ccb=190",lby-s,CO,CO,lby-y,2015,2015,lby-f-ccb,190,"Employment agencies",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",12,57500.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=OR&lby-y=2015&lby-f-ccb=283",lby-s,OR,OR,lby-y,2015,2015,lby-f-ccb,283,"Drug Legalization Advocates",lby-f-cci,150,"Drug Policy",lby-f-ccg,10,"Ideology/Single Issue",4,57000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=VT&lby-y=2017&lby-f-ccb=192",lby-s,VT,VT,lby-y,2017,2017,lby-f-ccb,192,"Management consultants & services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",9,56750.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NY&lby-y=2016&lby-f-ccb=258",lby-s,NY,NY,lby-y,2016,2016,lby-f-ccb,258,"Democratic-based groups (but not official party committees) and generic liberal/progressive ones",lby-f-cci,74,"Liberal Policy Organization",lby-f-ccg,10,"Ideology/Single Issue",12,56537.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=CO&lby-y=2013&lby-f-ccb=283",lby-s,CO,CO,lby-y,2013,2013,lby-f-ccb,283,"Drug Legalization Advocates",lby-f-cci,150,"Drug Policy",lby-f-ccg,10,"Ideology/Single Issue",24,56249.96
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NJ&lby-y=2013&lby-f-ccb=188",lby-s,NJ,NJ,lby-y,2013,2013,lby-f-ccb,188,"Outdoor advertising services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",7,55500.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NJ&lby-y=2014&lby-f-ccb=188",lby-s,NJ,NJ,lby-y,2014,2014,lby-f-ccb,188,"Outdoor advertising services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",8,55500.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NJ&lby-y=2015&lby-f-ccb=188",lby-s,NJ,NJ,lby-y,2015,2015,lby-f-ccb,188,"Outdoor advertising services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",8,55500.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NJ&lby-y=2016&lby-f-ccb=188",lby-s,NJ,NJ,lby-y,2016,2016,lby-f-ccb,188,"Outdoor advertising services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",8,55500.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=TX&lby-y=2017&lby-f-ccb=256",lby-s,TX,TX,lby-y,2017,2017,lby-f-ccb,256,"Limited Government",lby-f-cci,73,"Conservative Policy Organization",lby-f-ccg,10,"Ideology/Single Issue",5,55001.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=AK&lby-y=2015&lby-f-ccb=193",lby-s,AK,AK,lby-y,2015,2015,lby-f-ccb,193,"Marketing research services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",40,55000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=AK&lby-y=2016&lby-f-ccb=193",lby-s,AK,AK,lby-y,2016,2016,lby-f-ccb,193,"Marketing research services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",26,55000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=AK&lby-y=2017&lby-f-ccb=193",lby-s,AK,AK,lby-y,2017,2017,lby-f-ccb,193,"Marketing research services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",30,55000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NE&lby-y=2015&lby-f-ccb=185",lby-s,NE,NE,lby-y,2015,2015,lby-f-ccb,185,"Business services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",140,54978.92
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=CO&lby-y=2017&lby-f-ccb=192",lby-s,CO,CO,lby-y,2017,2017,lby-f-ccb,192,"Management consultants & services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",18,54852.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=KY&lby-y=2014&lby-f-ccb=188",lby-s,KY,KY,lby-y,2014,2014,lby-f-ccb,188,"Outdoor advertising services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",40,54500.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NY&lby-y=2017&lby-f-ccb=185",lby-s,NY,NY,lby-y,2017,2017,lby-f-ccb,185,"Business services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",14,54282.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=VT&lby-y=2015&lby-f-ccb=283",lby-s,VT,VT,lby-y,2015,2015,lby-f-ccb,283,"Drug Legalization Advocates",lby-f-cci,150,"Drug Policy",lby-f-ccg,10,"Ideology/Single Issue",3,52619.32
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=KY&lby-y=2015&lby-f-ccb=188",lby-s,KY,KY,lby-y,2015,2015,lby-f-ccb,188,"Outdoor advertising services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",36,52500.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=WA&lby-y=2015&lby-f-ccb=192",lby-s,WA,WA,lby-y,2015,2015,lby-f-ccb,192,"Management consultants & services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",4,52500.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=IA&lby-y=2015&lby-f-ccb=288",lby-s,IA,IA,lby-y,2015,2015,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",18,52100.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=CO&lby-y=2018&lby-f-ccb=188",lby-s,CO,CO,lby-y,2018,2018,lby-f-ccb,188,"Outdoor advertising services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",12,51996.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NY&lby-y=2014&lby-f-ccb=193",lby-s,NY,NY,lby-y,2014,2014,lby-f-ccb,193,"Marketing research services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",19,51400.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NY&lby-y=2015&lby-f-ccb=258",lby-s,NY,NY,lby-y,2015,2015,lby-f-ccb,258,"Democratic-based groups (but not official party committees) and generic liberal/progressive ones",lby-f-cci,74,"Liberal Policy Organization",lby-f-ccg,10,"Ideology/Single Issue",12,51141.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=KY&lby-y=2013&lby-f-ccb=188",lby-s,KY,KY,lby-y,2013,2013,lby-f-ccb,188,"Outdoor advertising services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",24,51000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=OR&lby-y=2016&lby-f-ccb=192",lby-s,OR,OR,lby-y,2016,2016,lby-f-ccb,192,"Management consultants & services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",8,51000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=VT&lby-y=2014&lby-f-ccb=283",lby-s,VT,VT,lby-y,2014,2014,lby-f-ccb,283,"Drug Legalization Advocates",lby-f-cci,150,"Drug Policy",lby-f-ccg,10,"Ideology/Single Issue",20,50752.50
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=TX&lby-y=2016&lby-f-ccb=185",lby-s,TX,TX,lby-y,2016,2016,lby-f-ccb,185,"Business services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",4,50001.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=TX&lby-y=2016&lby-f-ccb=194",lby-s,TX,TX,lby-y,2016,2016,lby-f-ccb,194,"Security services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",2,50001.00
