request,Filing_Jurisdiction:token,Filing_Jurisdiction:id,Filing_Jurisdiction,Filing_Year:token,Filing_Year:id,Filing_Year,Spender_Industry:token,Spender_Industry:id,Spender_Industry,Spender_Sector:token,Spender_Sector:id,Spender_Sector,#_of_Records,Total_$
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NY&lby-y=2014&lby-f-cci=101",lby-s,NY,NY,lby-y,2014,2014,lby-f-cci,101,"Transportation Unions",lby-f-ccg,12,Labor,141,623289.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=KY&lby-y=2013&lby-f-cci=67",lby-s,KY,KY,lby-y,2013,2013,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,384,621372.46
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CO&lby-y=2017&lby-f-cci=67",lby-s,CO,CO,lby-y,2017,2017,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,223,617051.38
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=WA&lby-y=2014&lby-f-cci=101",lby-s,WA,WA,lby-y,2014,2014,lby-f-cci,101,"Transportation Unions",lby-f-ccg,12,Labor,19,616868.62
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=IA&lby-y=2016&lby-f-cci=66",lby-s,IA,IA,lby-y,2016,2016,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,68,614733.76
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=SC&lby-y=2015&lby-f-cci=65",lby-s,SC,SC,lby-y,2015,2015,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,132,611288.64
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=WI&lby-y=2013&lby-f-cci=67",lby-s,WI,WI,lby-y,2013,2013,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,38,609827.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=IA&lby-y=2015&lby-f-cci=66",lby-s,IA,IA,lby-y,2015,2015,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,74,597939.28
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=SC&lby-y=2017&lby-f-cci=65",lby-s,SC,SC,lby-y,2017,2017,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,110,595911.80
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=VT&lby-y=2016&lby-f-cci=66",lby-s,VT,VT,lby-y,2016,2016,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,42,595157.42
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=SC&lby-y=2016&lby-f-cci=65",lby-s,SC,SC,lby-y,2016,2016,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,121,589141.84
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=IA&lby-y=2017&lby-f-cci=68",lby-s,IA,IA,lby-y,2017,2017,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,182,588387.38
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=WI&lby-y=2018&lby-f-cci=68",lby-s,WI,WI,lby-y,2018,2018,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,49,588196.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CO&lby-y=2014&lby-f-cci=67",lby-s,CO,CO,lby-y,2014,2014,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,210,586388.29
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=FL&lby-y=2014&lby-f-cci=100",lby-s,FL,FL,lby-y,2014,2014,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,66,585000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=OR&lby-y=2014&lby-f-cci=67",lby-s,OR,OR,lby-y,2014,2014,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,42,583910.42
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=KY&lby-y=2018&lby-f-cci=65",lby-s,KY,KY,lby-y,2018,2018,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,360,583503.86
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MI&lby-y=2016&lby-f-cci=100",lby-s,MI,MI,lby-y,2016,2016,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,73,582162.74
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=KY&lby-y=2013&lby-f-cci=65",lby-s,KY,KY,lby-y,2013,2013,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,312,579611.48
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CO&lby-y=2013&lby-f-cci=67",lby-s,CO,CO,lby-y,2013,2013,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,276,577513.04
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=VT&lby-y=2017&lby-f-cci=66",lby-s,VT,VT,lby-y,2017,2017,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,48,577164.09
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=WI&lby-y=2018&lby-f-cci=99",lby-s,WI,WI,lby-y,2018,2018,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,28,576996.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=WI&lby-y=2014&lby-f-cci=99",lby-s,WI,WI,lby-y,2014,2014,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,34,576458.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=WI&lby-y=2016&lby-f-cci=67",lby-s,WI,WI,lby-y,2016,2016,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,36,572536.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=KY&lby-y=2017&lby-f-cci=65",lby-s,KY,KY,lby-y,2017,2017,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,376,565747.59
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=FL&lby-y=2013&lby-f-cci=99",lby-s,FL,FL,lby-y,2013,2013,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,78,565000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NJ&lby-y=2016&lby-f-cci=65",lby-s,NJ,NJ,lby-y,2016,2016,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,40,563424.46
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=AK&lby-y=2017&lby-f-cci=65",lby-s,AK,AK,lby-y,2017,2017,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,222,556201.42
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=KY&lby-y=2015&lby-f-cci=65",lby-s,KY,KY,lby-y,2015,2015,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,312,553386.32
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NE&lby-y=2017&lby-f-cci=66",lby-s,NE,NE,lby-y,2017,2017,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,120,550081.81
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=WI&lby-y=2016&lby-f-cci=99",lby-s,WI,WI,lby-y,2016,2016,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,36,544275.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NJ&lby-y=2014&lby-f-cci=67",lby-s,NJ,NJ,lby-y,2014,2014,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,56,542354.20
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=SC&lby-y=2014&lby-f-cci=65",lby-s,SC,SC,lby-y,2014,2014,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,30,540397.64
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=WI&lby-y=2014&lby-f-cci=68",lby-s,WI,WI,lby-y,2014,2014,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,61,537502.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=IA&lby-y=2014&lby-f-cci=66",lby-s,IA,IA,lby-y,2014,2014,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,48,533452.04
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MI&lby-y=2015&lby-f-cci=100",lby-s,MI,MI,lby-y,2015,2015,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,72,530001.52
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=IA&lby-y=2018&lby-f-cci=68",lby-s,IA,IA,lby-y,2018,2018,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,136,523680.83
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=WI&lby-y=2014&lby-f-cci=100",lby-s,WI,WI,lby-y,2014,2014,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,38,523190.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NE&lby-y=2016&lby-f-cci=66",lby-s,NE,NE,lby-y,2016,2016,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,116,521455.48
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=IA&lby-y=2017&lby-f-cci=65",lby-s,IA,IA,lby-y,2017,2017,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,102,518908.54
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=AK&lby-y=2016&lby-f-cci=65",lby-s,AK,AK,lby-y,2016,2016,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,210,517853.37
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NE&lby-y=2018&lby-f-cci=66",lby-s,NE,NE,lby-y,2018,2018,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,112,514408.22
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MI&lby-y=2016&lby-f-cci=67",lby-s,MI,MI,lby-y,2016,2016,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,91,513562.90
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=KY&lby-y=2016&lby-f-cci=65",lby-s,KY,KY,lby-y,2016,2016,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,312,512205.45
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=IA&lby-y=2016&lby-f-cci=68",lby-s,IA,IA,lby-y,2016,2016,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,150,507136.44
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=IA&lby-y=2016&lby-f-cci=99",lby-s,IA,IA,lby-y,2016,2016,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,34,505287.63
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=SC&lby-y=2018&lby-f-cci=65",lby-s,SC,SC,lby-y,2018,2018,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,110,504718.69
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=WI&lby-y=2016&lby-f-cci=68",lby-s,WI,WI,lby-y,2016,2016,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,55,502239.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=VT&lby-y=2015&lby-f-cci=66",lby-s,VT,VT,lby-y,2015,2015,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,18,499533.60
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=SC&lby-y=2013&lby-f-cci=68",lby-s,SC,SC,lby-y,2013,2013,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,52,497349.59
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NJ&lby-y=2014&lby-f-cci=100",lby-s,NJ,NJ,lby-y,2014,2014,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,16,491550.49
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=WA&lby-y=2017&lby-f-cci=101",lby-s,WA,WA,lby-y,2017,2017,lby-f-cci,101,"Transportation Unions",lby-f-ccg,12,Labor,333,490307.56
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=SC&lby-y=2015&lby-f-cci=67",lby-s,SC,SC,lby-y,2015,2015,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,110,489474.09
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=AK&lby-y=2018&lby-f-cci=66",lby-s,AK,AK,lby-y,2018,2018,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,120,484583.26
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MI&lby-y=2015&lby-f-cci=67",lby-s,MI,MI,lby-y,2015,2015,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,121,483673.03
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CT&lby-y=2015&lby-f-cci=99",lby-s,CT,CT,lby-y,2015,2015,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,48,482851.04
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=WI&lby-y=2017&lby-f-cci=67",lby-s,WI,WI,lby-y,2017,2017,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,15,481845.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=WI&lby-y=2016&lby-f-cci=100",lby-s,WI,WI,lby-y,2016,2016,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,38,481515.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=IA&lby-y=2016&lby-f-cci=65",lby-s,IA,IA,lby-y,2016,2016,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,112,480064.12
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NE&lby-y=2015&lby-f-cci=66",lby-s,NE,NE,lby-y,2015,2015,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,62,477024.52
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=WI&lby-y=2017&lby-f-cci=100",lby-s,WI,WI,lby-y,2017,2017,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,17,467390.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=SC&lby-y=2018&lby-f-cci=68",lby-s,SC,SC,lby-y,2018,2018,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,209,466668.91
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=WA&lby-y=2016&lby-f-cci=101",lby-s,WA,WA,lby-y,2016,2016,lby-f-cci,101,"Transportation Unions",lby-f-ccg,12,Labor,477,466308.65
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=AK&lby-y=2016&lby-f-cci=66",lby-s,AK,AK,lby-y,2016,2016,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,152,466070.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=WI&lby-y=2014&lby-f-cci=67",lby-s,WI,WI,lby-y,2014,2014,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,40,465482.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=IA&lby-y=2014&lby-f-cci=68",lby-s,IA,IA,lby-y,2014,2014,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,98,464313.76
